Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Puntos_Locales;Puntos_Locales_Acumulados;Puntos_Visitantes;Puntos_Visitantes_Acumulados;Victorias_Locales_Acumuladas;Empates_Locales_Acumulados;Derrotas_Locales_Acumuladas;Victorias_Acumuladas_Visitantes;Empates_Acumulados_Visitantes;Derrotas_Acumuladas_Visitantes;Descenso;Resultados;Fecha;Temporada
Celta;Visitante;0;0;1;10;0;0;0;8;0;0;0;0;0;1;No;1;26/11/2018;2018/2019
Rayo;Local;1;11;0;0;3;6;0;0;1;0;0;0;0;0;Si;1;30/11/2018;2018/2019
Eibar;Visitante;0;0;0;4;0;0;0;5;0;0;0;0;0;1;No;1;30/11/2018;2018/2019
Celta;Local;2;15;0;0;3;12;0;0;1;0;0;0;0;0;No;1;01/12/2018;2018/2019
Huesca;Visitante;0;0;0;8;0;0;0;4;0;0;0;0;0;6;Si;1;01/12/2018;2018/2019
Getafe;Local;3;7;0;0;3;10;0;0;1;0;0;0;0;0;No;1;01/12/2018;2018/2019
Espanyol;Visitante;0;0;0;8;0;0;0;6;0;0;0;0;0;2;No;1;01/12/2018;2018/2019
Real Madrid;Local;2;12;0;0;3;16;0;0;2;0;0;0;0;0;No;1;01/12/2018;2018/2019
Valencia;Visitante;0;0;0;4;0;0;0;9;0;0;0;0;0;1;No;1;01/12/2018;2018/2019
Real Valladolid;Local;2;6;0;0;0;8;0;0;0;0;1;0;0;0;No;2;01/12/2018;2018/2019
Leganés;Visitante;0;0;4;7;0;0;3;5;0;0;0;1;0;0;No;2;01/12/2018;2018/2019
Alavés;Local;1;9;0;0;1;15;0;0;0;1;0;0;0;0;No;x;02/12/2018;2018/2019
Sevilla;Visitante;0;0;1;16;0;0;1;11;0;0;0;0;2;0;No;x;02/12/2018;2018/2019
Barcelona;Local;2;28;0;0;3;17;0;0;1;0;0;0;0;0;No;1;02/12/2018;2018/2019
Villarreal;Visitante;0;0;0;8;0;0;0;8;0;0;0;0;0;1;No;1;02/12/2018;2018/2019
Betis;Local;1;8;0;0;3;0;0;0;1;0;0;0;0;0;No;1;02/12/2018;2018/2019
R. Sociedad;Visitante;0;0;0;12;0;0;0;13;0;0;0;0;0;1;No;1;02/12/2018;2018/2019
Girona;Local;1;9;0;0;1;9;0;0;0;2;0;0;0;0;Si;x;02/12/2018;2018/2019
Atlético;Visitante;0;0;1;6;0;0;1;8;0;0;0;0;4;0;No;x;02/12/2018;2018/2019
Levante;Local;3;13;0;0;3;10;0;0;1;0;0;0;0;0;No;1;03/12/2018;2018/2019
Athletic;Visitante;0;0;0;7;0;0;0;4;0;0;0;0;0;3;No;1;03/12/2018;2018/2019
Leganés;Local;1;8;0;0;1;12;0;0;0;1;0;0;0;0;No;x;07/12/2018;2018/2019
Getafe;Visitante;0;0;1;9;0;0;1;11;0;0;0;0;3;0;No;x;07/12/2018;2018/2019
Atlético;Local;3;15;0;0;3;20;0;0;1;0;0;0;0;0;No;1;08/12/2018;2018/2019
Alavés;Visitante;0;0;0;9;0;0;0;9;0;0;0;0;0;3;No;1;08/12/2018;2018/2019
Espanyol;Local;0;9;0;0;0;15;0;0;0;0;2;0;0;0;No;2;08/12/2018;2018/2019
Barcelona;Visitante;0;0;4;13;0;0;3;14;0;0;0;1;0;0;No;2;08/12/2018;2018/2019
Valencia;Local;1;8;0;0;1;9;0;0;0;1;0;0;0;0;No;x;08/12/2018;2018/2019
Sevilla;Visitante;0;0;1;17;0;0;1;12;0;0;0;0;3;0;No;x;08/12/2018;2018/2019
Villarreal;Local;2;7;0;0;0;6;0;0;0;0;1;0;0;0;No;2;08/12/2018;2018/2019
Celta;Visitante;0;0;3;13;0;0;3;11;0;0;0;1;0;0;No;2;08/12/2018;2018/2019
Betis;Local;2;10;0;0;3;0;0;0;2;0;0;0;0;0;No;1;09/12/2018;2018/2019
Rayo;Visitante;0;0;0;4;0;0;0;4;0;0;0;0;0;4;Si;1;09/12/2018;2018/2019
Eibar;Local;4;15;0;0;1;14;0;0;0;1;0;0;0;0;No;x;09/12/2018;2018/2019
Levante;Visitante;0;0;4;14;0;0;1;12;0;0;0;0;3;0;No;x;09/12/2018;2018/2019
Huesca;Local;0;4;0;0;0;3;0;0;0;0;1;0;0;0;Si;2;09/12/2018;2018/2019
Real Madrid;Visitante;0;0;1;11;0;0;3;10;0;0;0;1;0;0;No;2;09/12/2018;2018/2019
R. Sociedad;Local;1;6;0;0;0;6;0;0;0;0;1;0;0;0;No;2;09/12/2018;2018/2019
Real Valladolid;Visitante;0;0;2;7;0;0;3;12;0;0;0;1;0;0;No;2;09/12/2018;2018/2019
Athletic;Local;1;8;0;0;3;10;0;0;1;0;0;0;0;0;No;1;10/12/2018;2018/2019
Girona;Visitante;0;0;0;8;0;0;0;12;0;0;0;0;0;1;Si;1;10/12/2018;2018/2019
Celta;Local;0;15;0;0;1;13;0;0;0;1;0;0;0;0;No;x;14/12/2018;2018/2019
Leganés;Visitante;0;0;0;7;0;0;1;6;0;0;0;0;1;0;No;x;14/12/2018;2018/2019
Eibar;Local;1;16;0;0;1;15;0;0;0;2;0;0;0;0;No;x;15/12/2018;2018/2019
Valencia;Visitante;0;0;1;5;0;0;1;10;0;0;0;0;1;0;No;x;15/12/2018;2018/2019
Getafe;Local;1;8;0;0;3;13;0;0;2;0;0;0;0;0;No;1;15/12/2018;2018/2019
R. Sociedad;Visitante;0;0;0;12;0;0;0;13;0;0;0;0;0;2;No;1;15/12/2018;2018/2019
Real Madrid;Local;1;13;0;0;3;19;0;0;3;0;0;0;0;0;No;1;15/12/2018;2018/2019
Rayo;Visitante;0;0;0;4;0;0;0;4;0;0;0;0;0;5;Si;1;15/12/2018;2018/2019
Real Valladolid;Local;2;8;0;0;0;8;0;0;0;0;2;0;0;0;No;2;15/12/2018;2018/2019
Atlético;Visitante;0;0;3;9;0;0;3;11;0;0;0;1;0;0;No;2;15/12/2018;2018/2019
Espanyol;Local;1;10;0;0;0;15;0;0;0;0;3;0;0;0;No;2;16/12/2018;2018/2019
Betis;Visitante;0;0;3;9;0;0;3;11;0;0;0;1;0;0;No;2;16/12/2018;2018/2019
Huesca;Local;2;6;0;0;1;4;0;0;0;1;0;0;0;0;Si;x;16/12/2018;2018/2019
Villarreal;Visitante;0;0;2;10;0;0;1;9;0;0;0;0;1;0;No;x;16/12/2018;2018/2019
Levante;Local;0;13;0;0;0;10;0;0;0;0;1;0;0;0;No;2;16/12/2018;2018/2019
Barcelona;Visitante;0;0;5;18;0;0;3;17;0;0;0;2;0;0;No;2;16/12/2018;2018/2019
Sevilla;Local;2;12;0;0;3;19;0;0;6;0;0;0;0;0;No;1;16/12/2018;2018/2019
Girona;Visitante;0;0;0;8;0;0;0;12;0;0;0;0;0;2;Si;1;16/12/2018;2018/2019
Alavés;Local;0;9;0;0;1;16;0;0;0;2;0;0;0;0;No;x;17/12/2018;2018/2019
Athletic;Visitante;0;0;0;7;0;0;1;5;0;0;0;0;1;0;No;x;17/12/2018;2018/2019
Girona;Local;1;10;0;0;1;10;0;0;0;3;0;0;0;0;Si;x;21/12/2018;2018/2019
Getafe;Visitante;0;0;1;10;0;0;1;12;0;0;0;0;4;0;No;x;21/12/2018;2018/2019
R. Sociedad;Local;0;6;0;0;0;6;0;0;0;0;2;0;0;0;No;2;21/12/2018;2018/2019
Alavés;Visitante;0;0;1;10;0;0;3;12;0;0;0;1;0;0;No;2;21/12/2018;2018/2019
Athletic;Local;1;9;0;0;1;11;0;0;0;1;0;0;0;0;No;x;22/12/2018;2018/2019
Real Valladolid;Visitante;0;0;1;8;0;0;1;13;0;0;0;0;1;0;No;x;22/12/2018;2018/2019
Atlético;Local;1;16;0;0;3;23;0;0;2;0;0;0;0;0;No;1;22/12/2018;2018/2019
Espanyol;Visitante;0;0;0;8;0;0;0;6;0;0;0;0;0;3;No;1;22/12/2018;2018/2019
Barcelona;Local;2;30;0;0;3;20;0;0;2;0;0;0;0;0;No;1;22/12/2018;2018/2019
Celta;Visitante;0;0;0;13;0;0;0;11;0;0;0;0;0;1;No;1;22/12/2018;2018/2019
Betis;Local;1;11;0;0;1;0;0;0;0;1;0;0;0;0;No;x;22/12/2018;2018/2019
Eibar;Visitante;0;0;1;5;0;0;1;6;0;0;0;0;1;0;No;x;22/12/2018;2018/2019
Leganés;Local;1;9;0;0;1;13;0;0;0;1;0;0;0;0;No;x;23/12/2018;2018/2019
Sevilla;Visitante;0;0;1;18;0;0;1;13;0;0;0;0;4;0;No;x;23/12/2018;2018/2019
Valencia;Local;2;10;0;0;3;12;0;0;1;0;0;0;0;0;No;1;23/12/2018;2018/2019
Huesca;Visitante;0;0;1;9;0;0;0;4;0;0;0;0;0;7;Si;1;23/12/2018;2018/2019
Rayo;Local;2;13;0;0;3;9;0;0;2;0;0;0;0;0;Si;1;23/12/2018;2018/2019
Levante;Visitante;0;0;1;15;0;0;0;12;0;0;0;0;0;1;No;1;23/12/2018;2018/2019
Villarreal;Local;2;9;0;0;1;7;0;0;0;1;0;0;0;0;No;x;03/01/2019;2018/2019
Real Madrid;Visitante;0;0;2;13;0;0;1;11;0;0;0;0;1;0;No;x;03/01/2019;2018/2019
Espanyol;Local;1;11;0;0;3;18;0;0;1;0;0;0;0;0;No;1;04/01/2019;2018/2019
Leganés;Visitante;0;0;0;7;0;0;0;6;0;0;0;0;0;1;No;1;04/01/2019;2018/2019
Levante;Local;2;15;0;0;1;11;0;0;0;1;0;0;0;0;No;x;04/01/2019;2018/2019
Girona;Visitante;0;0;2;10;0;0;1;13;0;0;0;0;1;0;Si;x;04/01/2019;2018/2019
Alavés;Local;2;11;0;0;3;19;0;0;1;0;0;0;0;0;No;1;05/01/2019;2018/2019
Valencia;Visitante;0;0;1;5;0;0;0;10;0;0;0;0;0;1;No;1;05/01/2019;2018/2019
Huesca;Local;2;8;0;0;3;7;0;0;1;0;0;0;0;0;Si;1;05/01/2019;2018/2019
Betis;Visitante;0;0;1;10;0;0;0;11;0;0;0;0;0;1;No;1;05/01/2019;2018/2019
Real Valladolid;Local;0;8;0;0;0;8;0;0;0;0;3;0;0;0;No;2;05/01/2019;2018/2019
Rayo;Visitante;0;0;1;5;0;0;3;7;0;0;0;1;0;0;Si;2;05/01/2019;2018/2019
Eibar;Local;0;16;0;0;1;16;0;0;0;3;0;0;0;0;No;x;06/01/2019;2018/2019
Villarreal;Visitante;0;0;0;10;0;0;1;10;0;0;0;0;2;0;No;x;06/01/2019;2018/2019
Getafe;Local;1;9;0;0;0;13;0;0;0;0;1;0;0;0;No;2;06/01/2019;2018/2019
Barcelona;Visitante;0;0;2;20;0;0;3;20;0;0;0;3;0;0;No;2;06/01/2019;2018/2019
Real Madrid;Local;0;13;0;0;0;19;0;0;0;0;1;0;0;0;No;2;06/01/2019;2018/2019
R. Sociedad;Visitante;0;0;2;14;0;0;3;16;0;0;0;1;0;0;No;2;06/01/2019;2018/2019
Sevilla;Local;1;13;0;0;1;20;0;0;0;1;0;0;0;0;No;x;06/01/2019;2018/2019
Atlético;Visitante;0;0;1;10;0;0;1;12;0;0;0;0;1;0;No;x;06/01/2019;2018/2019
Celta;Local;1;16;0;0;0;13;0;0;0;0;1;0;0;0;No;2;07/01/2019;2018/2019
Athletic;Visitante;0;0;2;9;0;0;3;8;0;0;0;1;0;0;No;2;07/01/2019;2018/2019
Rayo;Local;4;17;0;0;3;12;0;0;3;0;0;0;0;0;Si;1;11/01/2019;2018/2019
Celta;Visitante;0;0;2;15;0;0;0;11;0;0;0;0;0;2;No;1;11/01/2019;2018/2019
Girona;Local;1;11;0;0;1;11;0;0;0;4;0;0;0;0;Si;x;12/01/2019;2018/2019
Alavés;Visitante;0;0;1;11;0;0;1;13;0;0;0;0;1;0;No;x;12/01/2019;2018/2019
Leganés;Local;1;10;0;0;3;16;0;0;1;0;0;0;0;0;No;1;12/01/2019;2018/2019
Huesca;Visitante;0;0;0;9;0;0;0;4;0;0;0;0;0;8;Si;1;12/01/2019;2018/2019
Valencia;Local;1;11;0;0;1;13;0;0;0;1;0;0;0;0;No;x;12/01/2019;2018/2019
Real Valladolid;Visitante;0;0;1;9;0;0;1;14;0;0;0;0;2;0;No;x;12/01/2019;2018/2019
Villarreal;Local;1;10;0;0;0;7;0;0;0;0;1;0;0;0;No;2;12/01/2019;2018/2019
Getafe;Visitante;0;0;2;12;0;0;3;15;0;0;0;1;0;0;No;2;12/01/2019;2018/2019
Athletic;Local;2;11;0;0;3;14;0;0;1;0;0;0;0;0;No;1;13/01/2019;2018/2019
Sevilla;Visitante;0;0;0;18;0;0;0;13;0;0;0;0;0;1;No;1;13/01/2019;2018/2019
Atlético;Local;1;17;0;0;3;26;0;0;3;0;0;0;0;0;No;1;13/01/2019;2018/2019
Levante;Visitante;0;0;0;15;0;0;0;12;0;0;0;0;0;2;No;1;13/01/2019;2018/2019
Barcelona;Local;3;33;0;0;3;23;0;0;3;0;0;0;0;0;No;1;13/01/2019;2018/2019
Eibar;Visitante;0;0;0;5;0;0;0;6;0;0;0;0;0;1;No;1;13/01/2019;2018/2019
Betis;Local;1;12;0;0;0;0;0;0;0;0;1;0;0;0;No;2;13/01/2019;2018/2019
Real Madrid;Visitante;0;0;2;15;0;0;3;14;0;0;0;1;0;0;No;2;13/01/2019;2018/2019
R. Sociedad;Local;3;9;0;0;3;9;0;0;1;0;0;0;0;0;No;1;14/01/2019;2018/2019
Espanyol;Visitante;0;0;2;10;0;0;0;6;0;0;0;0;0;4;No;1;14/01/2019;2018/2019
Getafe;Local;4;13;0;0;3;16;0;0;1;0;0;0;0;0;No;1;18/01/2019;2018/2019
Alavés;Visitante;0;0;0;11;0;0;0;13;0;0;0;0;0;1;No;1;18/01/2019;2018/2019
Celta;Local;1;17;0;0;0;13;0;0;0;0;2;0;0;0;No;2;19/01/2019;2018/2019
Valencia;Visitante;0;0;2;7;0;0;3;13;0;0;0;1;0;0;No;2;19/01/2019;2018/2019
Huesca;Local;0;8;0;0;0;7;0;0;0;0;1;0;0;0;Si;2;19/01/2019;2018/2019
Atlético;Visitante;0;0;3;13;0;0;3;15;0;0;0;1;0;0;No;2;19/01/2019;2018/2019
Real Madrid;Local;2;15;0;0;3;22;0;0;1;0;0;0;0;0;No;1;19/01/2019;2018/2019
Sevilla;Visitante;0;0;0;18;0;0;0;13;0;0;0;0;0;2;No;1;19/01/2019;2018/2019
Barcelona;Local;3;36;0;0;3;26;0;0;4;0;0;0;0;0;No;1;20/01/2019;2018/2019
Leganés;Visitante;0;0;1;8;0;0;0;6;0;0;0;0;0;2;No;1;20/01/2019;2018/2019
Betis;Local;3;15;0;0;3;0;0;0;1;0;0;0;0;0;No;1;20/01/2019;2018/2019
Girona;Visitante;0;0;2;12;0;0;0;13;0;0;0;0;0;1;Si;1;20/01/2019;2018/2019
Levante;Local;2;17;0;0;3;14;0;0;1;0;0;0;0;0;No;1;20/01/2019;2018/2019
Real Valladolid;Visitante;0;0;0;9;0;0;0;14;0;0;0;0;0;1;No;1;20/01/2019;2018/2019
Rayo;Local;2;19;0;0;1;13;0;0;0;1;0;0;0;0;Si;x;20/01/2019;2018/2019
R. Sociedad;Visitante;0;0;2;16;0;0;1;17;0;0;0;0;1;0;No;x;20/01/2019;2018/2019
Villarreal;Local;1;11;0;0;1;8;0;0;0;1;0;0;0;0;No;x;20/01/2019;2018/2019
Athletic;Visitante;0;0;1;10;0;0;1;9;0;0;0;0;1;0;No;x;20/01/2019;2018/2019
Eibar;Local;3;19;0;0;3;19;0;0;1;0;0;0;0;0;No;1;21/01/2019;2018/2019
Espanyol;Visitante;0;0;0;10;0;0;0;6;0;0;0;0;0;5;No;1;21/01/2019;2018/2019
Atlético;Local;2;19;0;0;3;29;0;0;4;0;0;0;0;0;No;1;26/01/2019;2018/2019
Getafe;Visitante;0;0;0;12;0;0;0;15;0;0;0;0;0;1;No;1;26/01/2019;2018/2019
Leganés;Local;2;12;0;0;1;17;0;0;0;1;0;0;0;0;No;x;26/01/2019;2018/2019
Eibar;Visitante;0;0;2;7;0;0;1;7;0;0;0;0;1;0;No;x;26/01/2019;2018/2019
Sevilla;Local;5;18;0;0;3;23;0;0;1;0;0;0;0;0;No;1;26/01/2019;2018/2019
Levante;Visitante;0;0;0;15;0;0;0;12;0;0;0;0;0;3;No;1;26/01/2019;2018/2019
Valencia;Local;3;14;0;0;3;16;0;0;1;0;0;0;0;0;No;1;26/01/2019;2018/2019
Villarreal;Visitante;0;0;0;10;0;0;0;10;0;0;0;0;0;1;No;1;26/01/2019;2018/2019
Athletic;Local;1;12;0;0;3;17;0;0;2;0;0;0;0;0;No;1;27/01/2019;2018/2019
Betis;Visitante;0;0;0;10;0;0;0;11;0;0;0;0;0;2;No;1;27/01/2019;2018/2019
Espanyol;Local;2;13;0;0;0;18;0;0;0;0;1;0;0;0;No;2;27/01/2019;2018/2019
Real Madrid;Visitante;0;0;4;19;0;0;3;17;0;0;0;2;0;0;No;2;27/01/2019;2018/2019
Girona;Local;0;11;0;0;0;11;0;0;0;0;1;0;0;0;Si;2;27/01/2019;2018/2019
Barcelona;Visitante;0;0;2;22;0;0;3;23;0;0;0;4;0;0;No;2;27/01/2019;2018/2019
R. Sociedad;Local;0;9;0;0;1;10;0;0;0;1;0;0;0;0;No;x;27/01/2019;2018/2019
Huesca;Visitante;0;0;0;9;0;0;1;5;0;0;0;0;1;0;Si;x;27/01/2019;2018/2019
Real Valladolid;Local;2;10;0;0;3;11;0;0;1;0;0;0;0;0;No;1;27/01/2019;2018/2019
Celta;Visitante;0;0;1;16;0;0;0;11;0;0;0;0;0;3;No;1;27/01/2019;2018/2019
Alavés;Local;0;11;0;0;0;19;0;0;0;0;1;0;0;0;No;2;28/01/2019;2018/2019
Rayo;Visitante;0;0;1;6;0;0;3;10;0;0;0;2;0;0;Si;2;28/01/2019;2018/2019
Huesca;Local;4;12;0;0;3;10;0;0;1;0;0;0;0;0;Si;1;01/02/2019;2018/2019
Real Valladolid;Visitante;0;0;0;9;0;0;0;14;0;0;0;0;0;2;No;1;01/02/2019;2018/2019
Barcelona;Local;2;38;0;0;1;27;0;0;0;1;0;0;0;0;No;x;02/02/2019;2018/2019
Valencia;Visitante;0;0;2;9;0;0;1;14;0;0;0;0;1;0;No;x;02/02/2019;2018/2019
Celta;Local;1;18;0;0;3;16;0;0;1;0;0;0;0;0;No;1;02/02/2019;2018/2019
Sevilla;Visitante;0;0;0;18;0;0;0;13;0;0;0;0;0;3;No;1;02/02/2019;2018/2019
Levante;Local;0;17;0;0;1;15;0;0;0;1;0;0;0;0;No;x;02/02/2019;2018/2019
Getafe;Visitante;0;0;0;12;0;0;1;16;0;0;0;0;5;0;No;x;02/02/2019;2018/2019
R. Sociedad;Local;2;11;0;0;3;13;0;0;1;0;0;0;0;0;No;1;02/02/2019;2018/2019
Athletic;Visitante;0;0;1;11;0;0;0;9;0;0;0;0;0;1;No;1;02/02/2019;2018/2019
Betis;Local;1;16;0;0;3;0;0;0;2;0;0;0;0;0;No;1;03/02/2019;2018/2019
Atlético;Visitante;0;0;0;13;0;0;0;15;0;0;0;0;0;1;No;1;03/02/2019;2018/2019
Eibar;Local;3;22;0;0;3;22;0;0;2;0;0;0;0;0;No;1;03/02/2019;2018/2019
Girona;Visitante;0;0;0;12;0;0;0;13;0;0;0;0;0;2;Si;1;03/02/2019;2018/2019
Real Madrid;Local;3;18;0;0;3;25;0;0;2;0;0;0;0;0;No;1;03/02/2019;2018/2019
Alavés;Visitante;0;0;0;12;0;0;0;13;0;0;0;0;0;2;No;1;03/02/2019;2018/2019
Villarreal;Local;2;13;0;0;1;9;0;0;0;2;0;0;0;0;No;x;03/02/2019;2018/2019
Espanyol;Visitante;0;0;2;12;0;0;1;7;0;0;0;0;1;0;No;x;03/02/2019;2018/2019
Rayo;Local;1;20;0;0;0;13;0;0;0;0;1;0;0;0;Si;2;04/02/2019;2018/2019
Leganés;Visitante;0;0;2;10;0;0;3;9;0;0;0;1;0;0;No;2;04/02/2019;2018/2019
Real Valladolid;Local;0;10;0;0;1;12;0;0;0;1;0;0;0;0;No;x;08/02/2019;2018/2019
Villarreal;Visitante;0;0;0;10;0;0;1;11;0;0;0;0;1;0;No;x;08/02/2019;2018/2019
Atlético;Local;1;20;0;0;0;29;0;0;0;0;1;0;0;0;No;2;09/02/2019;2018/2019
Real Madrid;Visitante;0;0;3;22;0;0;3;20;0;0;0;3;0;0;No;2;09/02/2019;2018/2019
Espanyol;Local;2;15;0;0;3;21;0;0;1;0;0;0;0;0;No;1;09/02/2019;2018/2019
Rayo;Visitante;0;0;1;7;0;0;0;10;0;0;0;0;0;1;Si;1;09/02/2019;2018/2019
Getafe;Local;3;16;0;0;3;19;0;0;2;0;0;0;0;0;No;1;09/02/2019;2018/2019
Celta;Visitante;0;0;1;17;0;0;0;11;0;0;0;0;0;4;No;1;09/02/2019;2018/2019
Girona;Local;0;11;0;0;0;11;0;0;0;0;2;0;0;0;Si;2;09/02/2019;2018/2019
Huesca;Visitante;0;0;2;11;0;0;3;8;0;0;0;1;0;0;Si;2;09/02/2019;2018/2019
Athletic;Local;0;12;0;0;1;18;0;0;0;1;0;0;0;0;No;x;10/02/2019;2018/2019
Barcelona;Visitante;0;0;0;22;0;0;1;24;0;0;0;0;1;0;No;x;10/02/2019;2018/2019
Leganés;Local;3;15;0;0;3;20;0;0;1;0;0;0;0;0;No;1;10/02/2019;2018/2019
Betis;Visitante;0;0;0;10;0;0;0;11;0;0;0;0;0;3;No;1;10/02/2019;2018/2019
Sevilla;Local;2;20;0;0;1;24;0;0;0;1;0;0;0;0;No;x;10/02/2019;2018/2019
Eibar;Visitante;0;0;2;9;0;0;1;8;0;0;0;0;2;0;No;x;10/02/2019;2018/2019
Valencia;Local;0;14;0;0;1;17;0;0;0;1;0;0;0;0;No;x;10/02/2019;2018/2019
R. Sociedad;Visitante;0;0;0;16;0;0;1;18;0;0;0;0;2;0;No;x;10/02/2019;2018/2019
Alavés;Local;2;13;0;0;3;22;0;0;1;0;0;0;0;0;No;1;11/02/2019;2018/2019
Levante;Visitante;0;0;0;15;0;0;0;12;0;0;0;0;0;4;No;1;11/02/2019;2018/2019
Eibar;Local;2;24;0;0;1;23;0;0;0;1;0;0;0;0;No;x;15/02/2019;2018/2019
Getafe;Visitante;0;0;2;14;0;0;1;17;0;0;0;0;6;0;No;x;15/02/2019;2018/2019
Barcelona;Local;1;39;0;0;3;30;0;0;1;0;0;0;0;0;No;1;16/02/2019;2018/2019
Real Valladolid;Visitante;0;0;0;9;0;0;0;14;0;0;0;0;0;3;No;1;16/02/2019;2018/2019
Celta;Local;1;19;0;0;0;16;0;0;0;0;1;0;0;0;No;2;16/02/2019;2018/2019
Levante;Visitante;0;0;4;19;0;0;3;15;0;0;0;1;0;0;No;2;16/02/2019;2018/2019
R. Sociedad;Local;3;14;0;0;3;16;0;0;2;0;0;0;0;0;No;1;16/02/2019;2018/2019
Leganés;Visitante;0;0;0;10;0;0;0;9;0;0;0;0;0;1;No;1;16/02/2019;2018/2019
Rayo;Local;0;20;0;0;0;13;0;0;0;0;2;0;0;0;Si;2;16/02/2019;2018/2019
Atlético;Visitante;0;0;1;14;0;0;3;18;0;0;0;1;0;0;No;2;16/02/2019;2018/2019
Betis;Local;1;17;0;0;1;0;0;0;0;1;0;0;0;0;No;x;17/02/2019;2018/2019
Alavés;Visitante;0;0;1;13;0;0;1;14;0;0;0;0;1;0;No;x;17/02/2019;2018/2019
Real Madrid;Local;1;19;0;0;0;25;0;0;0;0;1;0;0;0;No;2;17/02/2019;2018/2019
Girona;Visitante;0;0;2;14;0;0;3;16;0;0;0;1;0;0;Si;2;17/02/2019;2018/2019
Valencia;Local;0;14;0;0;1;18;0;0;0;2;0;0;0;0;No;x;17/02/2019;2018/2019
Espanyol;Visitante;0;0;0;12;0;0;1;8;0;0;0;0;2;0;No;x;17/02/2019;2018/2019
Villarreal;Local;3;16;0;0;3;12;0;0;1;0;0;0;0;0;No;1;17/02/2019;2018/2019
Sevilla;Visitante;0;0;0;18;0;0;0;13;0;0;0;0;0;4;No;1;17/02/2019;2018/2019
Huesca;Local;0;12;0;0;0;10;0;0;0;0;1;0;0;0;Si;2;18/02/2019;2018/2019
Athletic;Visitante;0;0;1;12;0;0;3;12;0;0;0;1;0;0;No;2;18/02/2019;2018/2019
Espanyol;Local;1;16;0;0;1;22;0;0;0;1;0;0;0;0;No;x;22/02/2019;2018/2019
Huesca;Visitante;0;0;1;12;0;0;1;9;0;0;0;0;1;0;Si;x;22/02/2019;2018/2019
Alavés;Local;0;13;0;0;1;23;0;0;0;1;0;0;0;0;No;x;23/02/2019;2018/2019
Celta;Visitante;0;0;0;17;0;0;1;12;0;0;0;0;1;0;No;x;23/02/2019;2018/2019
Athletic;Local;1;13;0;0;3;21;0;0;1;0;0;0;0;0;No;1;23/02/2019;2018/2019
Eibar;Visitante;0;0;0;9;0;0;0;8;0;0;0;0;0;1;No;1;23/02/2019;2018/2019
Getafe;Local;2;18;0;0;3;22;0;0;3;0;0;0;0;0;No;1;23/02/2019;2018/2019
Rayo;Visitante;0;0;1;8;0;0;0;10;0;0;0;0;0;2;Si;1;23/02/2019;2018/2019
Sevilla;Local;2;22;0;0;0;24;0;0;0;0;1;0;0;0;No;2;23/02/2019;2018/2019
Barcelona;Visitante;0;0;4;26;0;0;3;27;0;0;0;1;0;0;No;2;23/02/2019;2018/2019
Atlético;Local;2;22;0;0;3;32;0;0;1;0;0;0;0;0;No;1;24/02/2019;2018/2019
Villarreal;Visitante;0;0;0;10;0;0;0;11;0;0;0;0;0;1;No;1;24/02/2019;2018/2019
Leganés;Local;1;16;0;0;1;21;0;0;0;1;0;0;0;0;No;x;24/02/2019;2018/2019
Valencia;Visitante;0;0;1;10;0;0;1;15;0;0;0;0;2;0;No;x;24/02/2019;2018/2019
Levante;Local;1;18;0;0;0;15;0;0;0;0;1;0;0;0;No;2;24/02/2019;2018/2019
Real Madrid;Visitante;0;0;2;24;0;0;3;23;0;0;0;4;0;0;No;2;24/02/2019;2018/2019
Real Valladolid;Local;0;10;0;0;0;12;0;0;0;0;1;0;0;0;No;2;24/02/2019;2018/2019
Betis;Visitante;0;0;2;12;0;0;3;14;0;0;0;1;0;0;No;2;24/02/2019;2018/2019
Girona;Local;0;11;0;0;1;12;0;0;0;1;0;0;0;0;Si;x;25/02/2019;2018/2019
R. Sociedad;Visitante;0;0;0;16;0;0;1;19;0;0;0;0;3;0;No;x;25/02/2019;2018/2019
Rayo;Local;0;20;0;0;0;13;0;0;0;0;3;0;0;0;Si;2;01/03/2019;2018/2019
Girona;Visitante;0;0;2;16;0;0;3;19;0;0;0;2;0;0;Si;2;01/03/2019;2018/2019
Espanyol;Local;3;19;0;0;3;25;0;0;1;0;0;0;0;0;No;1;02/03/2019;2018/2019
Real Valladolid;Visitante;0;0;1;10;0;0;0;14;0;0;0;0;0;4;No;1;02/03/2019;2018/2019
Huesca;Local;2;14;0;0;3;13;0;0;1;0;0;0;0;0;Si;1;02/03/2019;2018/2019
Sevilla;Visitante;0;0;1;19;0;0;0;13;0;0;0;0;0;5;No;1;02/03/2019;2018/2019
Real Madrid;Local;0;19;0;0;0;25;0;0;0;0;2;0;0;0;No;2;02/03/2019;2018/2019
Barcelona;Visitante;0;0;1;27;0;0;3;30;0;0;0;2;0;0;No;2;02/03/2019;2018/2019
Villarreal;Local;1;17;0;0;0;12;0;0;0;0;1;0;0;0;No;2;02/03/2019;2018/2019
Alavés;Visitante;0;0;2;15;0;0;3;17;0;0;0;1;0;0;No;2;02/03/2019;2018/2019
Betis;Local;1;18;0;0;0;0;0;0;0;0;1;0;0;0;No;2;03/03/2019;2018/2019
