EquipoLocal;EquipoVisitante;Temporada;Fecha;Goles_Locales;Goles_Visitantes;Puntos_locales;Puntos_Visitantes;Diferencia_Goles;Resultado
Cádiz;Osasuna;2021/2022;29/08/2021;2;3;0;3;1;2
Rayo;Granada;2021/2022;29/08/2021;4;0;3;0;4;1
Atlético;Villarreal;2021/2022;29/08/2021;2;2;1;1;0;x
Levante;Rayo;2021/2022;11/09/2021;1;1;1;1;0;x
Athletic;Mallorca;2021/2022;11/09/2021;2;0;3;0;2;1
Espanyol;Atlético;2021/2022;12/09/2021;1;2;0;3;1;2
Osasuna;Valencia;2021/2022;12/09/2021;1;4;0;3;3;2
Cádiz;R. Sociedad;2021/2022;12/09/2021;0;2;0;3;2;2
Real Madrid;Celta;2021/2022;12/09/2021;5;2;3;0;3;1
Getafe;Elche;2021/2022;13/09/2021;0;1;0;3;1;2
Granada;Betis;2021/2022;13/09/2021;1;2;0;3;1;2
Villarreal;Alavés;2021/2022;21/12/2021;5;2;3;0;3;1
Sevilla;Barcelona;2021/2022;21/12/2021;1;1;1;1;0;x
Celta;Cádiz;2021/2022;17/09/2021;1;2;0;3;1;2
Rayo;Getafe;2021/2022;18/09/2021;3;0;3;0;3;1
Atlético;Athletic;2021/2022;18/09/2021;0;0;1;1;0;x
Elche;Levante;2021/2022;18/09/2021;1;1;1;1;0;x
Alavés;Osasuna;2021/2022;18/09/2021;0;2;0;3;2;2
Mallorca;Villarreal;2021/2022;19/09/2021;0;0;1;1;0;x
R. Sociedad;Sevilla;2021/2022;19/09/2021;0;0;1;1;0;x
Betis;Espanyol;2021/2022;19/09/2021;2;2;1;1;0;x
Valencia;Real Madrid;2021/2022;19/09/2021;1;2;0;3;1;2
Barcelona;Granada;2021/2022;20/09/2021;1;1;1;1;0;x
Getafe;Atlético;2021/2022;21/09/2021;1;2;0;3;1;2
Athletic;Rayo;2021/2022;21/09/2021;1;2;0;3;1;2
Levante;Celta;2021/2022;21/09/2021;0;2;0;3;2;2
Espanyol;Alavés;2021/2022;22/09/2021;1;0;3;0;1;1
Sevilla;Valencia;2021/2022;22/09/2021;3;1;3;0;2;1
Real Madrid;Mallorca;2021/2022;22/09/2021;6;1;3;0;5;1
Villarreal;Elche;2021/2022;22/09/2021;4;1;3;0;3;1
Granada;R. Sociedad;2021/2022;23/09/2021;2;3;0;3;1;2
Osasuna;Betis;2021/2022;23/09/2021;1;3;0;3;2;2
Cádiz;Barcelona;2021/2022;23/09/2021;0;0;1;1;0;x
Alavés;Atlético;2021/2022;25/09/2021;1;0;3;0;1;1
Valencia;Athletic;2021/2022;25/09/2021;1;1;1;1;0;x
Sevilla;Espanyol;2021/2022;25/09/2021;2;0;3;0;2;1
Real Madrid;Villarreal;2021/2022;25/09/2021;0;0;1;1;0;x
Mallorca;Osasuna;2021/2022;26/09/2021;2;3;0;3;1;2
Barcelona;Levante;2021/2022;26/09/2021;3;0;3;0;3;1
Rayo;Cádiz;2021/2022;26/09/2021;3;1;3;0;2;1
R. Sociedad;Elche;2021/2022;26/09/2021;1;0;3;0;1;1
Betis;Getafe;2021/2022;26/09/2021;2;0;3;0;2;1
Celta;Granada;2021/2022;27/09/2021;1;0;3;0;1;1
Athletic;Alavés;2021/2022;01/10/2021;1;0;3;0;1;1
Osasuna;Rayo;2021/2022;02/10/2021;1;0;3;0;1;1
Mallorca;Levante;2021/2022;02/10/2021;1;0;3;0;1;1
Cádiz;Valencia;2021/2022;02/10/2021;0;0;1;1;0;x
Atlético;Barcelona;2021/2022;02/10/2021;2;0;3;0;2;1
Elche;Celta;2021/2022;03/10/2021;1;0;3;0;1;1
Espanyol;Real Madrid;2021/2022;03/10/2021;2;1;3;0;1;1
Getafe;R. Sociedad;2021/2022;03/10/2021;1;1;1;1;0;x
Villarreal;Betis;2021/2022;03/10/2021;2;0;3;0;2;1
Granada;Sevilla;2021/2022;03/10/2021;1;0;3;0;1;1
Levante;Getafe;2021/2022;16/10/2021;0;0;1;1;0;x
R. Sociedad;Mallorca;2021/2022;16/10/2021;1;0;3;0;1;1
Rayo;Elche;2021/2022;17/10/2021;2;1;3;0;1;1
Celta;Sevilla;2021/2022;17/10/2021;0;1;0;3;1;2
Villarreal;Osasuna;2021/2022;17/10/2021;1;2;0;3;1;2
Barcelona;Valencia;2021/2022;17/10/2021;3;1;3;0;2;1
Alavés;Betis;2021/2022;18/10/2021;0;1;0;3;1;2
Espanyol;Cádiz;2021/2022;18/10/2021;2;0;3;0;2;1
Real Madrid;Athletic;2021/2022;01/12/2021;1;0;3;0;1;1
Granada;Atlético;2021/2022;22/12/2021;2;1;3;0;1;1
Osasuna;Granada;2021/2022;22/10/2021;1;1;1;1;0;x
Valencia;Mallorca;2021/2022;23/10/2021;2;2;1;1;0;x
Cádiz;Alavés;2021/2022;23/10/2021;0;2;0;3;2;2
Elche;Espanyol;2021/2022;23/10/2021;2;2;1;1;0;x
Athletic;Villarreal;2021/2022;23/10/2021;2;1;3;0;1;1
Sevilla;Levante;2021/2022;24/10/2021;5;3;3;0;2;1
Barcelona;Real Madrid;2021/2022;24/10/2021;1;2;0;3;1;2
Betis;Rayo;2021/2022;24/10/2021;3;2;3;0;1;1
Atlético;R. Sociedad;2021/2022;24/10/2021;2;2;1;1;0;x
Getafe;Celta;2021/2022;25/10/2021;0;3;0;3;3;2
Alavés;Elche;2021/2022;26/10/2021;1;0;3;0;1;1
Espanyol;Athletic;2021/2022;26/10/2021;1;1;1;1;0;x
Villarreal;Cádiz;2021/2022;26/10/2021;3;3;1;1;0;x
Mallorca;Sevilla;2021/2022;27/10/2021;1;1;1;1;0;x
Rayo;Barcelona;2021/2022;27/10/2021;1;0;3;0;1;1
Betis;Valencia;2021/2022;27/10/2021;4;1;3;0;3;1
Real Madrid;Osasuna;2021/2022;27/10/2021;0;0;1;1;0;x
Celta;R. Sociedad;2021/2022;28/10/2021;0;2;0;3;2;2
Granada;Getafe;2021/2022;28/10/2021;1;1;1;1;0;x
Levante;Atlético;2021/2022;28/10/2021;2;2;1;1;0;x
Elche;Real Madrid;2021/2022;30/10/2021;1;2;0;3;1;2
Sevilla;Osasuna;2021/2022;30/10/2021;2;0;3;0;2;1
Valencia;Villarreal;2021/2022;30/10/2021;2;0;3;0;2;1
Barcelona;Alavés;2021/2022;30/10/2021;1;1;1;1;0;x
Cádiz;Mallorca;2021/2022;31/10/2021;1;1;1;1;0;x
Atlético;Betis;2021/2022;31/10/2021;3;0;3;0;3;1
Getafe;Espanyol;2021/2022;31/10/2021;2;1;3;0;1;1
R. Sociedad;Athletic;2021/2022;31/10/2021;1;1;1;1;0;x
Rayo;Celta;2021/2022;01/11/2021;0;0;1;1;0;x
Levante;Granada;2021/2022;01/11/2021;0;3;0;3;3;2
Athletic;Cádiz;2021/2022;05/11/2021;0;1;0;3;1;2
Espanyol;Granada;2021/2022;06/11/2021;2;0;3;0;2;1
Celta;Barcelona;2021/2022;06/11/2021;3;3;1;1;0;x
Alavés;Levante;2021/2022;06/11/2021;2;1;3;0;1;1
Real Madrid;Rayo;2021/2022;06/11/2021;2;1;3;0;1;1
Villarreal;Getafe;2021/2022;07/11/2021;1;0;3;0;1;1
Valencia;Atlético;2021/2022;07/11/2021;3;3;1;1;0;x
Mallorca;Elche;2021/2022;07/11/2021;2;2;1;1;0;x
Osasuna;R. Sociedad;2021/2022;07/11/2021;0;2;0;3;2;2
Betis;Sevilla;2021/2022;07/11/2021;0;2;0;3;2;2
Levante;Athletic;2021/2022;19/11/2021;0;0;1;1;0;x
Celta;Villarreal;2021/2022;20/11/2021;1;1;1;1;0;x
Sevilla;Alavés;2021/2022;20/11/2021;2;2;1;1;0;x
Atlético;Osasuna;2021/2022;20/11/2021;1;0;3;0;1;1
Barcelona;Espanyol;2021/2022;20/11/2021;1;0;3;0;1;1
Getafe;Cádiz;2021/2022;21/11/2021;4;0;3;0;4;1
Granada;Real Madrid;2021/2022;21/11/2021;1;4;0;3;3;2
Elche;Betis;2021/2022;21/11/2021;0;3;0;3;3;2
R. Sociedad;Valencia;2021/2022;21/11/2021;0;0;1;1;0;x
Rayo;Mallorca;2021/2022;22/11/2021;3;1;3;0;2;1
Athletic;Granada;2021/2022;26/11/2021;2;2;1;1;0;x
Alavés;Celta;2021/2022;27/11/2021;1;2;0;3;1;2
Valencia;Rayo;2021/2022;27/11/2021;1;1;1;1;0;x
Mallorca;Getafe;2021/2022;27/11/2021;0;0;1;1;0;x
Villarreal;Barcelona;2021/2022;27/11/2021;1;3;0;3;2;2
Betis;Levante;2021/2022;28/11/2021;3;1;3;0;2;1
Espanyol;R. Sociedad;2021/2022;28/11/2021;1;0;3;0;1;1
Cádiz;Atlético;2021/2022;28/11/2021;1;4;0;3;3;2
Real Madrid;Sevilla;2021/2022;28/11/2021;2;1;3;0;1;1
Osasuna;Elche;2021/2022;29/11/2021;1;1;1;1;0;x
Granada;Alavés;2021/2022;03/12/2021;2;1;3;0;1;1
Sevilla;Villarreal;2021/2022;04/12/2021;1;0;3;0;1;1
Barcelona;Betis;2021/2022;04/12/2021;0;1;0;3;1;2
Atlético;Mallorca;2021/2022;04/12/2021;1;2;0;3;1;2
R. Sociedad;Real Madrid;2021/2022;04/12/2021;0;2;0;3;2;2
Rayo;Espanyol;2021/2022;05/12/2021;1;0;3;0;1;1
Elche;Cádiz;2021/2022;05/12/2021;3;1;3;0;2;1
Levante;Osasuna;2021/2022;05/12/2021;0;0;1;1;0;x
Celta;Valencia;2021/2022;05/12/2021;1;2;0;3;1;2
Getafe;Athletic;2021/2022;06/12/2021;0;0;1;1;0;x
Mallorca;Celta;2021/2022;10/12/2021;0;0;1;1;0;x
Espanyol;Levante;2021/2022;11/12/2021;4;3;3;0;1;1
Alavés;Getafe;2021/2022;11/12/2021;1;1;1;1;0;x
Valencia;Elche;2021/2022;11/12/2021;2;1;3;0;1;1
Athletic;Sevilla;2021/2022;11/12/2021;0;1;0;3;1;2
Villarreal;Rayo;2021/2022;12/12/2021;2;0;3;0;2;1
Osasuna;Barcelona;2021/2022;12/12/2021;2;2;1;1;0;x
Betis;R. Sociedad;2021/2022;12/12/2021;4;0;3;0;4;1
Real Madrid;Atlético;2021/2022;12/12/2021;2;0;3;0;2;1
Cádiz;Granada;2021/2022;13/12/2021;1;1;1;1;0;x
Celta;Espanyol;2021/2022;17/12/2021;3;1;3;0;2;1
Rayo;Alavés;2021/2022;18/12/2021;2;0;3;0;2;1
R. Sociedad;Villarreal;2021/2022;18/12/2021;1;3;0;3;2;2
Barcelona;Elche;2021/2022;18/12/2021;3;2;3;0;1;1
Sevilla;Atlético;2021/2022;18/12/2021;2;1;3;0;1;1
Granada;Mallorca;2021/2022;19/12/2021;4;1;3;0;3;1
Athletic;Betis;2021/2022;19/12/2021;3;2;3;0;1;1
Getafe;Osasuna;2021/2022;19/12/2021;1;0;3;0;1;1
Real Madrid;Cádiz;2021/2022;19/12/2021;0;0;1;1;0;x
Levante;Valencia;2021/2022;20/12/2021;3;4;0;3;1;2
Valencia;Espanyol;2021/2022;31/12/2021;1;2;0;3;1;2
Getafe;Real Madrid;2021/2022;02/01/2022;1;0;3;0;1;1
Atlético;Rayo;2021/2022;02/01/2022;2;0;3;0;2;1
Elche;Granada;2021/2022;02/01/2022;0;0;1;1;0;x
Alavés;R. Sociedad;2021/2022;02/01/2022;1;1;1;1;0;x
Betis;Celta;2021/2022;02/01/2022;0;2;0;3;2;2
Mallorca;Barcelona;2021/2022;02/01/2022;0;1;0;3;1;2
Villarreal;Levante;2021/2022;03/01/2022;5;0;3;0;5;1
Osasuna;Athletic;2021/2022;03/01/2022;1;3;0;3;2;2
Cádiz;Sevilla;2021/2022;03/01/2022;0;1;0;3;1;2
Levante;Mallorca;2021/2022;08/01/2022;2;0;3;0;2;1
R. Sociedad;Celta;2021/2022;08/01/2022;1;0;3;0;1;1
Granada;Barcelona;2021/2022;08/01/2022;1;1;1;1;0;x
Real Madrid;Valencia;2021/2022;08/01/2022;4;1;3;0;3;1
Rayo;Betis;2021/2022;09/01/2022;1;1;1;1;0;x
Sevilla;Getafe;2021/2022;09/01/2022;1;0;3;0;1;1
Alavés;Athletic;2021/2022;09/01/2022;0;0;1;1;0;x
Osasuna;Cádiz;2021/2022;09/01/2022;2;0;3;0;2;1
Villarreal;Atlético;2021/2022;09/01/2022;2;2;1;1;0;x
Espanyol;Elche;2021/2022;10/01/2022;1;2;0;3;1;2
Athletic;Real Madrid;2021/2022;22/12/2021;1;2;0;3;1;2
Elche;Villarreal;2021/2022;16/01/2022;1;0;3;0;1;1
Betis;Alavés;2021/2022;18/01/2022;4;0;3;0;4;1
Cádiz;Espanyol;2021/2022;18/01/2022;2;2;1;1;0;x
Celta;Osasuna;2021/2022;19/01/2022;2;0;3;0;2;1
Valencia;Sevilla;2021/2022;19/01/2022;1;1;1;1;0;x
Getafe;Granada;2021/2022;20/01/2022;4;2;3;0;2;1
Atlético;Levante;2021/2022;16/02/2022;0;1;0;3;1;2
Mallorca;R. Sociedad;2021/2022;02/03/2022;0;2;0;3;2;2
Barcelona;Rayo;2021/2022;24/04/2022;0;1;0;3;1;2
Espanyol;Betis;2021/2022;21/01/2022;1;4;0;3;3;2
Levante;Cádiz;2021/2022;22/01/2022;0;2;0;3;2;2
Villarreal;Mallorca;2021/2022;22/01/2022;3;0;3;0;3;1
Sevilla;Celta;2021/2022;22/01/2022;2;2;1;1;0;x
Atlético;Valencia;2021/2022;22/01/2022;3;2;3;0;1;1
Granada;Osasuna;2021/2022;23/01/2022;0;2;0;3;2;2
Real Madrid;Elche;2021/2022;23/01/2022;2;2;1;1;0;x
Rayo;Athletic;2021/2022;23/01/2022;0;1;0;3;1;2
R. Sociedad;Getafe;2021/2022;23/01/2022;0;0;1;1;0;x
Alavés;Barcelona;2021/2022;23/01/2022;0;1;0;3;1;2
Getafe;Levante;2021/2022;04/02/2022;3;0;3;0;3;1
Elche;Alavés;2021/2022;05/02/2022;3;1;3;0;2;1
Mallorca;Cádiz;2021/2022;05/02/2022;2;1;3;0;1;1
Celta;Rayo;2021/2022;05/02/2022;2;0;3;0;2;1
Osasuna;Sevilla;2021/2022;05/02/2022;0;0;1;1;0;x
Valencia;R. Sociedad;2021/2022;06/02/2022;0;0;1;1;0;x
Barcelona;Atlético;2021/2022;06/02/2022;4;2;3;0;2;1
Betis;Villarreal;2021/2022;06/02/2022;0;2;0;3;2;2
Real Madrid;Granada;2021/2022;06/02/2022;1;0;3;0;1;1
Athletic;Espanyol;2021/2022;07/02/2022;2;1;3;0;1;1
Sevilla;Elche;2021/2022;11/02/2022;2;0;3;0;2;1
Cádiz;Celta;2021/2022;12/02/2022;0;0;1;1;0;x
Villarreal;Real Madrid;2021/2022;12/02/2022;0;0;1;1;0;x
Rayo;Osasuna;2021/2022;12/02/2022;0;3;0;3;3;2
Atlético;Getafe;2021/2022;12/02/2022;4;3;3;0;1;1
Alavés;Valencia;2021/2022;13/02/2022;2;1;3;0;1;1
Levante;Betis;2021/2022;13/02/2022;2;4;0;3;2;2
R. Sociedad;Granada;2021/2022;13/02/2022;2;0;3;0;2;1
Espanyol;Barcelona;2021/2022;13/02/2022;2;2;1;1;0;x
Mallorca;Athletic;2021/2022;14/02/2022;3;2;3;0;1;1
Elche;Rayo;2021/2022;18/02/2022;2;1;3;0;1;1
Granada;Villarreal;2021/2022;19/02/2022;1;4;0;3;3;2
Osasuna;Atlético;2021/2022;19/02/2022;0;3;0;3;3;2
Cádiz;Getafe;2021/2022;19/02/2022;1;1;1;1;0;x
Real Madrid;Alavés;2021/2022;19/02/2022;3;0;3;0;3;1
Espanyol;Sevilla;2021/2022;20/02/2022;1;1;1;1;0;x
Valencia;Barcelona;2021/2022;20/02/2022;1;4;0;3;3;2
Betis;Mallorca;2021/2022;20/02/2022;2;1;3;0;1;1
Athletic;R. Sociedad;2021/2022;20/02/2022;4;0;3;0;4;1
Celta;Levante;2021/2022;21/02/2022;1;1;1;1;0;x
Levante;Elche;2021/2022;25/02/2022;3;0;3;0;3;1
Mallorca;Valencia;2021/2022;26/02/2022;0;1;0;3;1;2
Getafe;Alavés;2021/2022;26/02/2022;2;2;1;1;0;x
Rayo;Real Madrid;2021/2022;26/02/2022;0;1;0;3;1;2
Atlético;Celta;2021/2022;26/02/2022;2;0;3;0;2;1
Villarreal;Espanyol;2021/2022;27/02/2022;5;1;3;0;4;1
Sevilla;Betis;2021/2022;27/02/2022;2;1;3;0;1;1
R. Sociedad;Osasuna;2021/2022;27/02/2022;1;0;3;0;1;1
Barcelona;Athletic;2021/2022;27/02/2022;4;0;3;0;4;1
Granada;Cádiz;2021/2022;28/02/2022;0;0;1;1;0;x
Alavés;Sevilla;2021/2022;04/03/2022;0;0;1;1;0;x
Osasuna;Villarreal;2021/2022;05/03/2022;1;0;3;0;1;1
Espanyol;Getafe;2021/2022;05/03/2022;2;0;3;0;2;1
Valencia;Granada;2021/2022;05/03/2022;3;1;3;0;2;1
Real Madrid;R. Sociedad;2021/2022;05/03/2022;4;1;3;0;3;1
Cádiz;Rayo;2021/2022;06/03/2022;2;0;3;0;2;1
Elche;Barcelona;2021/2022;06/03/2022;1;2;0;3;1;2
Celta;Mallorca;2021/2022;06/03/2022;4;3;3;0;1;1
Betis;Atlético;2021/2022;06/03/2022;1;3;0;3;2;2
Athletic;Levante;2021/2022;07/03/2022;3;1;3;0;2;1
Atlético;Cádiz;2021/2022;11/03/2022;2;1;3;0;1;1
Levante;Espanyol;2021/2022;12/03/2022;1;1;1;1;0;x
Granada;Elche;2021/2022;12/03/2022;0;1;0;3;1;2
Villarreal;Celta;2021/2022;12/03/2022;1;0;3;0;1;1
Getafe;Valencia;2021/2022;12/03/2022;0;0;1;1;0;x
Rayo;Sevilla;2021/2022;13/03/2022;1;1;1;1;0;x
Betis;Athletic;2021/2022;13/03/2022;1;0;3;0;1;1
R. Sociedad;Alavés;2021/2022;13/03/2022;1;0;3;0;1;1
Barcelona;Osasuna;2021/2022;13/03/2022;4;0;3;0;4;1
Mallorca;Real Madrid;2021/2022;14/03/2022;0;3;0;3;3;2
Athletic;Getafe;2021/2022;18/03/2022;1;1;1;1;0;x
Alavés;Granada;2021/2022;19/03/2022;2;3;0;3;1;2
Elche;Valencia;2021/2022;19/03/2022;0;1;0;3;1;2
Osasuna;Levante;2021/2022;19/03/2022;3;1;3;0;2;1
Rayo;Atlético;2021/2022;19/03/2022;0;1;0;3;1;2
Espanyol;Mallorca;2021/2022;20/03/2022;1;0;3;0;1;1
Celta;Betis;2021/2022;20/03/2022;0;0;1;1;0;x
Cádiz;Villarreal;2021/2022;20/03/2022;1;0;3;0;1;1
Sevilla;R. Sociedad;2021/2022;20/03/2022;0;0;1;1;0;x
Real Madrid;Barcelona;2021/2022;20/03/2022;0;4;0;3;4;2
Getafe;Mallorca;2021/2022;02/04/2022;1;0;3;0;1;1
Levante;Villarreal;2021/2022;02/04/2022;2;0;3;0;2;1
Celta;Real Madrid;2021/2022;02/04/2022;1;2;0;3;1;2
Atlético;Alavés;2021/2022;02/04/2022;4;1;3;0;3;1
Athletic;Elche;2021/2022;03/04/2022;2;1;3;0;1;1
Betis;Osasuna;2021/2022;03/04/2022;4;1;3;0;3;1
Granada;Rayo;2021/2022;03/04/2022;2;2;1;1;0;x
Valencia;Cádiz;2021/2022;03/04/2022;0;0;1;1;0;x
Barcelona;Sevilla;2021/2022;03/04/2022;1;0;3;0;1;1
R. Sociedad;Espanyol;2021/2022;04/04/2022;1;0;3;0;1;1
Sevilla;Granada;2021/2022;08/04/2022;4;2;3;0;2;1
Cádiz;Betis;2021/2022;09/04/2022;1;2;0;3;1;2
Mallorca;Atlético;2021/2022;09/04/2022;1;0;3;0;1;1
Villarreal;Athletic;2021/2022;09/04/2022;1;1;1;1;0;x
Real Madrid;Getafe;2021/2022;09/04/2022;2;0;3;0;2;1
Osasuna;Alavés;2021/2022;10/04/2022;1;0;3;0;1;1
Espanyol;Celta;2021/2022;10/04/2022;1;0;3;0;1;1
Elche;R. Sociedad;2021/2022;10/04/2022;1;2;0;3;1;2
Levante;Barcelona;2021/2022;10/04/2022;2;3;0;3;1;2
Rayo;Valencia;2021/2022;11/04/2022;1;1;1;1;0;x
R. Sociedad;Betis;2021/2022;15/04/2022;0;0;1;1;0;x
Elche;Mallorca;2021/2022;16/04/2022;3;0;3;0;3;1
Alavés;Rayo;2021/2022;16/04/2022;1;0;3;0;1;1
Valencia;Osasuna;2021/2022;16/04/2022;1;2;0;3;1;2
Getafe;Villarreal;2021/2022;16/04/2022;1;2;0;3;1;2
Granada;Levante;2021/2022;17/04/2022;1;4;0;3;3;2
Atlético;Espanyol;2021/2022;17/04/2022;2;1;3;0;1;1
Athletic;Celta;2021/2022;17/04/2022;0;2;0;3;2;2
Sevilla;Real Madrid;2021/2022;17/04/2022;2;3;0;3;1;2
Barcelona;Cádiz;2021/2022;18/04/2022;0;1;0;3;1;2
Mallorca;Alavés;2021/2022;19/04/2022;2;1;3;0;1;1
Betis;Elche;2021/2022;19/04/2022;0;1;0;3;1;2
Villarreal;Valencia;2021/2022;19/04/2022;2;0;3;0;2;1
Atlético;Granada;2021/2022;20/04/2022;0;0;1;1;0;x
Celta;Getafe;2021/2022;20/04/2022;0;2;0;3;2;2
Osasuna;Real Madrid;2021/2022;20/04/2022;1;3;0;3;2;2
Espanyol;Rayo;2021/2022;21/04/2022;0;1;0;3;1;2
Levante;Sevilla;2021/2022;21/04/2022;2;3;0;3;1;2
Cádiz;Athletic;2021/2022;21/04/2022;2;3;0;3;1;2
R. Sociedad;Barcelona;2021/2022;21/04/2022;0;1;0;3;1;2
Sevilla;Cádiz;2021/2022;29/04/2022;1;1;1;1;0;x
Alavés;Villarreal;2021/2022;30/04/2022;2;1;3;0;1;1
Real Madrid;Espanyol;2021/2022;30/04/2022;4;0;3;0;4;1
Valencia;Levante;2021/2022;30/04/2022;1;1;1;1;0;x
Athletic;Atlético;2021/2022;30/04/2022;2;0;3;0;2;1
Elche;Osasuna;2021/2022;01/05/2022;1;1;1;1;0;x
Granada;Celta;2021/2022;01/05/2022;1;1;1;1;0;x
Rayo;R. Sociedad;2021/2022;01/05/2022;1;1;1;1;0;x
Barcelona;Mallorca;2021/2022;01/05/2022;2;1;3;0;1;1
Getafe;Betis;2021/2022;02/05/2022;0;0;1;1;0;x
Levante;R. Sociedad;2021/2022;06/05/2022;2;1;3;0;1;1
Mallorca;Granada;2021/2022;07/05/2022;2;6;0;3;4;2
Athletic;Valencia;2021/2022;07/05/2022;0;0;1;1;0;x
Celta;Alavés;2021/2022;07/05/2022;4;0;3;0;4;1
Cádiz;Elche;2021/2022;07/05/2022;3;0;3;0;3;1
Betis;Barcelona;2021/2022;07/05/2022;1;2;0;3;1;2
Getafe;Rayo;2021/2022;08/05/2022;0;0;1;1;0;x
Villarreal;Sevilla;2021/2022;08/05/2022;1;1;1;1;0;x
Espanyol;Osasuna;2021/2022;08/05/2022;1;1;1;1;0;x
Atlético;Real Madrid;2021/2022;08/05/2022;1;0;3;0;1;1
Valencia;Betis;2021/2022;10/05/2022;0;3;0;3;3;2
Granada;Athletic;2021/2022;10/05/2022;1;0;3;0;1;1
Barcelona;Celta;2021/2022;10/05/2022;3;1;3;0;2;1
Alavés;Espanyol;2021/2022;11/05/2022;2;1;3;0;1;1
Osasuna;Getafe;2021/2022;11/05/2022;1;1;1;1;0;x
Sevilla;Mallorca;2021/2022;11/05/2022;0;0;1;1;0;x
Elche;Atlético;2021/2022;11/05/2022;0;2;0;3;2;2
R. Sociedad;Cádiz;2021/2022;12/05/2022;3;0;3;0;3;1
Rayo;Villarreal;2021/2022;12/05/2022;1;5;0;3;4;2
Real Madrid;Levante;2021/2022;12/05/2022;6;0;3;0;6;1
Espanyol;Valencia;2021/2022;14/05/2022;1;1;1;1;0;x
Athletic;Osasuna;2021/2022;15/05/2022;2;0;3;0;2;1
Atlético;Sevilla;2021/2022;15/05/2022;1;1;1;1;0;x
Celta;Elche;2021/2022;15/05/2022;1;0;3;0;1;1
Cádiz;Real Madrid;2021/2022;15/05/2022;1;1;1;1;0;x
Getafe;Barcelona;2021/2022;15/05/2022;0;0;1;1;0;x
Levante;Alavés;2021/2022;15/05/2022;3;1;3;0;2;1
Mallorca;Rayo;2021/2022;15/05/2022;2;1;3;0;1;1
Betis;Granada;2021/2022;15/05/2022;2;0;3;0;2;1
Villarreal;R. Sociedad;2021/2022;15/05/2022;1;2;0;3;1;2
Rayo;Levante;2021/2022;20/05/2022;2;4;0;3;2;2
Real Madrid;Betis;2021/2022;20/05/2022;0;0;1;1;0;x
Valencia;Celta;2021/2022;21/05/2022;2;0;3;0;2;1
Elche;Getafe;2021/2022;22/05/2022;3;1;3;0;2;1
Alavés;Cádiz;2021/2022;22/05/2022;0;1;0;3;1;2
Granada;Espanyol;2021/2022;22/05/2022;0;0;1;1;0;x
Osasuna;Mallorca;2021/2022;22/05/2022;0;2;0;3;2;2
Barcelona;Villarreal;2021/2022;22/05/2022;0;2;0;3;2;2
R. Sociedad;Atlético;2021/2022;22/05/2022;1;2;0;3;1;2
Sevilla;Athletic;2021/2022;22/05/2022;1;0;3;0;1;1
