Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Media_Goles_Locales;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Media_Goles_Visitantes;Puntos_Locales;Media_Puntos_Locales;Puntos_Locales_Acumulados;Puntos_Visitantes;Media_Puntos_Visitantes;Puntos_Visitantes_Acumulados;Victorias_Locales_Acumuladas;Empates_Locales_Acumulados;Derrotas_Locales_Acumuladas;Victorias_Acumuladas_Visitantes;Empates_Acumulados_Visitantes;Derrotas_Acumuladas_Visitantes;Descenso;Clasificacion_Europea;Resultados;Fecha;Temporada
Alavés;Visitante;0;0;0;0;11;1,05;0;0;0;0;1,11;13;0;0;0;0;0;1;No;No;1;18/01/2019;2018/2019
Celta;Local;1;17;1,63;0;0;0;0;1,53;13;0;0;0;0;0;2;0;0;0;No;No;2;19/01/2019;2018/2019
Valencia;Visitante;0;0;0;2;7;1,42;0;0;0;3;1,58;13;0;0;0;1;0;0;No;Si;2;19/01/2019;2018/2019
Huesca;Local;0;8;1,26;0;0;0;0;1,11;7;0;0;0;0;0;1;0;0;0;Si;No;2;19/01/2019;2018/2019
Atlético;Visitante;0;0;0;3;13;1,21;0;0;0;3;1,47;15;0;0;0;1;0;0;No;Si;2;19/01/2019;2018/2019
Real Madrid;Local;2;15;1,68;0;0;0;3;2,11;22;0;0;0;1;0;0;0;0;0;No;Si;1;19/01/2019;2018/2019
Sevilla;Visitante;0;0;0;0;18;1,21;0;0;0;0;1,05;13;0;0;0;0;0;2;No;Si;1;19/01/2019;2018/2019
Barcelona;Local;3;36;2,68;0;0;0;3;2,53;26;0;0;0;4;0;0;0;0;0;No;Si;1;20/01/2019;2018/2019
Leganés;Visitante;0;0;0;1;8;0,95;0;0;0;0;0,84;6;0;0;0;0;0;2;No;No;1;20/01/2019;2018/2019
Betis;Local;3;15;1,32;0;0;0;3;1,53;0;0;0;0;1;0;0;0;0;0;No;No;1;20/01/2019;2018/2019
Girona;Visitante;0;0;0;2;12;1,05;0;0;0;0;1,16;13;0;0;0;0;0;1;Si;No;1;20/01/2019;2018/2019
Levante;Local;2;17;1,79;0;0;0;3;1,32;14;0;0;0;1;0;0;0;0;0;No;No;1;20/01/2019;2018/2019
Real Valladolid;Visitante;0;0;0;0;9;0,84;0;0;0;0;1,11;14;0;0;0;0;0;1;No;No;1;20/01/2019;2018/2019
Rayo;Local;2;19;1,31;0;0;0;1;1,11;13;0;0;0;0;1;0;0;0;0;Si;No;x;20/01/2019;2018/2019
R. Sociedad;Visitante;0;0;0;2;16;1,16;0;0;0;1;1,21;17;0;0;0;0;1;0;No;No;x;20/01/2019;2018/2019
Villarreal;Local;1;11;1,47;0;0;0;1;1,21;8;0;0;0;0;1;0;0;0;0;No;No;x;20/01/2019;2018/2019
Athletic;Visitante;0;0;0;1;10;0,79;0;0;0;1;0,95;9;0;0;0;0;1;0;No;No;x;20/01/2019;2018/2019
Eibar;Local;3;19;1,63;0;0;0;3;1,74;19;0;0;0;1;0;0;0;0;0;No;No;1;21/01/2019;2018/2019
Espanyol;Visitante;0;0;0;0;10;1,05;0;0;0;0;0,89;6;0;0;0;0;0;5;No;Si;1;21/01/2019;2018/2019
Atlético;Local;2;19;1,68;0;0;0;3;2,53;29;0;0;0;4;0;0;0;0;0;No;Si;1;26/01/2019;2018/2019
Getafe;Visitante;0;0;0;0;12;1,05;0;0;0;0;1,21;15;0;0;0;0;0;1;No;Si;1;26/01/2019;2018/2019
Leganés;Local;2;12;1;0;0;0;1;1,53;17;0;0;0;0;1;0;0;0;0;No;No;x;26/01/2019;2018/2019
Eibar;Visitante;0;0;0;2;7;0,79;0;0;0;1;0,74;7;0;0;0;0;1;0;No;No;x;26/01/2019;2018/2019
Sevilla;Local;5;18;2,05;0;0;0;3;2,05;23;0;0;0;1;0;0;0;0;0;No;Si;1;26/01/2019;2018/2019
Levante;Visitante;0;0;0;0;15;1,32;0;0;0;0;1;12;0;0;0;0;0;3;No;No;1;26/01/2019;2018/2019
Valencia;Local;3;14;1,26;0;0;0;3;1,63;16;0;0;0;1;0;0;0;0;0;No;Si;1;26/01/2019;2018/2019
Villarreal;Visitante;0;0;0;0;10;1,11;0;0;0;0;1,11;10;0;0;0;0;0;1;No;No;1;26/01/2019;2018/2019
Athletic;Local;1;12;1,37;0;0;0;3;1,84;17;0;0;0;2;0;0;0;0;0;No;No;1;27/01/2019;2018/2019
Betis;Visitante;0;0;0;0;10;1;0;0;0;0;1,11;11;0;0;0;0;0;2;No;No;1;27/01/2019;2018/2019
Espanyol;Local;2;13;1,47;0;0;0;0;1,89;18;0;0;0;0;0;1;0;0;0;No;Si;2;27/01/2019;2018/2019
Real Madrid;Visitante;0;0;0;4;19;1,63;0;0;0;3;1,47;17;0;0;0;2;0;0;No;Si;2;27/01/2019;2018/2019
Girona;Local;0;11;0,89;0;0;0;0;0,79;11;0;0;0;0;0;1;0;0;0;Si;No;2;27/01/2019;2018/2019
Barcelona;Visitante;0;0;0;2;22;2,05;0;0;0;3;2,05;23;0;0;0;4;0;0;No;Si;2;27/01/2019;2018/2019
R. Sociedad;Local;0;9;1,21;0;0;0;1;1,42;10;0;0;0;0;1;0;0;0;0;No;No;x;27/01/2019;2018/2019
Huesca;Visitante;0;0;0;0;9;1;0;0;0;1;0,63;5;0;0;0;0;1;0;Si;No;x;27/01/2019;2018/2019
Real Valladolid;Local;2;10;0,84;0;0;0;3;1,05;11;0;0;0;1;0;0;0;0;0;No;No;1;27/01/2019;2018/2019
Celta;Visitante;0;0;0;1;16;1,16;0;0;0;0;1,16;11;0;0;0;0;0;3;No;No;1;27/01/2019;2018/2019
Alavés;Local;0;11;1;0;0;0;0;1,53;19;0;0;0;0;0;1;0;0;0;No;No;2;28/01/2019;2018/2019
Rayo;Visitante;0;0;0;1;6;0,84;0;0;0;3;0,58;10;0;0;0;2;0;0;Si;No;2;28/01/2019;2018/2019
Huesca;Local;4;12;1,26;0;0;0;3;1,11;10;0;0;0;1;0;0;0;0;0;Si;No;1;01/02/2019;2018/2019
Real Valladolid;Visitante;0;0;0;0;9;0,84;0;0;0;0;1,11;14;0;0;0;0;0;2;No;No;1;01/02/2019;2018/2019
Barcelona;Local;2;38;2,68;0;0;0;1;2,53;27;0;0;0;0;1;0;0;0;0;No;Si;x;02/02/2019;2018/2019
Valencia;Visitante;0;0;0;2;9;1,42;0;0;0;1;1,58;14;0;0;0;0;1;0;No;Si;x;02/02/2019;2018/2019
Celta;Local;1;18;1,63;0;0;0;3;1,53;16;0;0;0;1;0;0;0;0;0;No;No;1;02/02/2019;2018/2019
Sevilla;Visitante;0;0;0;0;18;1,21;0;0;0;0;1,05;13;0;0;0;0;0;3;No;Si;1;02/02/2019;2018/2019
Levante;Local;0;17;1,79;0;0;0;1;1,32;15;0;0;0;0;1;0;0;0;0;No;No;x;02/02/2019;2018/2019
Getafe;Visitante;0;0;0;0;12;1,05;0;0;0;1;1,21;16;0;0;0;0;5;0;No;Si;x;02/02/2019;2018/2019
R. Sociedad;Local;2;11;1,21;0;0;0;3;1,42;13;0;0;0;1;0;0;0;0;0;No;No;1;02/02/2019;2018/2019
Athletic;Visitante;0;0;0;1;11;0,79;0;0;0;0;0,95;9;0;0;0;0;0;1;No;No;1;02/02/2019;2018/2019
Betis;Local;1;16;1,32;0;0;0;3;1,53;0;0;0;0;2;0;0;0;0;0;No;No;1;03/02/2019;2018/2019
Atlético;Visitante;0;0;0;0;13;1,21;0;0;0;0;1,47;15;0;0;0;0;0;1;No;Si;1;03/02/2019;2018/2019
Eibar;Local;3;22;1,63;0;0;0;3;1,74;22;0;0;0;2;0;0;0;0;0;No;No;1;03/02/2019;2018/2019
Girona;Visitante;0;0;0;0;12;1,05;0;0;0;0;1,16;13;0;0;0;0;0;2;Si;No;1;03/02/2019;2018/2019
Real Madrid;Local;3;18;1,68;0;0;0;3;2,11;25;0;0;0;2;0;0;0;0;0;No;Si;1;03/02/2019;2018/2019
Alavés;Visitante;0;0;0;0;12;1,05;0;0;0;0;1,11;13;0;0;0;0;0;2;No;No;1;03/02/2019;2018/2019
Villarreal;Local;2;13;1,47;0;0;0;1;1,21;9;0;0;0;0;2;0;0;0;0;No;No;x;03/02/2019;2018/2019
Espanyol;Visitante;0;0;0;2;12;1,05;0;0;0;1;0,89;7;0;0;0;0;1;0;No;Si;x;03/02/2019;2018/2019
Rayo;Local;1;20;1,31;0;0;0;0;1,11;13;0;0;0;0;0;1;0;0;0;Si;No;2;04/02/2019;2018/2019
Leganés;Visitante;0;0;0;2;10;0,95;0;0;0;3;0,84;9;0;0;0;1;0;0;No;No;2;04/02/2019;2018/2019
Real Valladolid;Local;0;10;0,84;0;0;0;1;1,05;12;0;0;0;0;1;0;0;0;0;No;No;x;08/02/2019;2018/2019
Villarreal;Visitante;0;0;0;0;10;1,11;0;0;0;1;1,11;11;0;0;0;0;1;0;No;No;x;08/02/2019;2018/2019
Atlético;Local;1;20;1,68;0;0;0;0;2,53;29;0;0;0;0;0;1;0;0;0;No;Si;2;09/02/2019;2018/2019
Real Madrid;Visitante;0;0;0;3;22;1,63;0;0;0;3;1,47;20;0;0;0;3;0;0;No;Si;2;09/02/2019;2018/2019
Espanyol;Local;2;15;1,47;0;0;0;3;1,89;21;0;0;0;1;0;0;0;0;0;No;Si;1;09/02/2019;2018/2019
Rayo;Visitante;0;0;0;1;7;0,84;0;0;0;0;0,58;10;0;0;0;0;0;1;Si;No;1;09/02/2019;2018/2019
Getafe;Local;3;16;1,47;0;0;0;3;1,89;19;0;0;0;2;0;0;0;0;0;No;Si;1;09/02/2019;2018/2019
Celta;Visitante;0;0;0;1;17;1,16;0;0;0;0;1,16;11;0;0;0;0;0;4;No;No;1;09/02/2019;2018/2019
Girona;Local;0;11;0,89;0;0;0;0;0,79;11;0;0;0;0;0;2;0;0;0;Si;No;2;09/02/2019;2018/2019
Huesca;Visitante;0;0;0;2;11;1;0;0;0;3;0,63;8;0;0;0;1;0;0;Si;No;2;09/02/2019;2018/2019
Athletic;Local;0;12;1,37;0;0;0;1;1,84;18;0;0;0;0;1;0;0;0;0;No;No;x;10/02/2019;2018/2019
Barcelona;Visitante;0;0;0;0;22;2,05;0;0;0;1;2,05;24;0;0;0;0;1;0;No;Si;x;10/02/2019;2018/2019
Leganés;Local;3;15;1;0;0;0;3;1,53;20;0;0;0;1;0;0;0;0;0;No;No;1;10/02/2019;2018/2019
Betis;Visitante;0;0;0;0;10;1;0;0;0;0;1,11;11;0;0;0;0;0;3;No;No;1;10/02/2019;2018/2019
Sevilla;Local;2;20;2,05;0;0;0;1;2,05;24;0;0;0;0;1;0;0;0;0;No;Si;x;10/02/2019;2018/2019
Eibar;Visitante;0;0;0;2;9;0,79;0;0;0;1;0,74;8;0;0;0;0;2;0;No;No;x;10/02/2019;2018/2019
Valencia;Local;0;14;1,26;0;0;0;1;1,63;17;0;0;0;0;1;0;0;0;0;No;Si;x;10/02/2019;2018/2019
R. Sociedad;Visitante;0;0;0;0;16;1,16;0;0;0;1;1,21;18;0;0;0;0;2;0;No;No;x;10/02/2019;2018/2019
Alavés;Local;2;13;1;0;0;0;3;1,53;22;0;0;0;1;0;0;0;0;0;No;No;1;11/02/2019;2018/2019
Levante;Visitante;0;0;0;0;15;1,32;0;0;0;0;1;12;0;0;0;0;0;4;No;No;1;11/02/2019;2018/2019
Eibar;Local;2;24;1,63;0;0;0;1;1,74;23;0;0;0;0;1;0;0;0;0;No;No;x;15/02/2019;2018/2019
Getafe;Visitante;0;0;0;2;14;1,05;0;0;0;1;1,21;17;0;0;0;0;6;0;No;Si;x;15/02/2019;2018/2019
Barcelona;Local;1;39;2,68;0;0;0;3;2,53;30;0;0;0;1;0;0;0;0;0;No;Si;1;16/02/2019;2018/2019
Real Valladolid;Visitante;0;0;0;0;9;0,84;0;0;0;0;1,11;14;0;0;0;0;0;3;No;No;1;16/02/2019;2018/2019
Celta;Local;1;19;1,63;0;0;0;0;1,53;16;0;0;0;0;0;1;0;0;0;No;No;2;16/02/2019;2018/2019
Levante;Visitante;0;0;0;4;19;1,32;0;0;0;3;1;15;0;0;0;1;0;0;No;No;2;16/02/2019;2018/2019
R. Sociedad;Local;3;14;1,21;0;0;0;3;1,42;16;0;0;0;2;0;0;0;0;0;No;No;1;16/02/2019;2018/2019
Leganés;Visitante;0;0;0;0;10;0,95;0;0;0;0;0,84;9;0;0;0;0;0;1;No;No;1;16/02/2019;2018/2019
Rayo;Local;0;20;1,31;0;0;0;0;1,11;13;0;0;0;0;0;2;0;0;0;Si;No;2;16/02/2019;2018/2019
Atlético;Visitante;0;0;0;1;14;1,21;0;0;0;3;1,47;18;0;0;0;1;0;0;No;Si;2;16/02/2019;2018/2019
Betis;Local;1;17;1,32;0;0;0;1;1,53;0;0;0;0;0;1;0;0;0;0;No;No;x;17/02/2019;2018/2019
Alavés;Visitante;0;0;0;1;13;1,05;0;0;0;1;1,11;14;0;0;0;0;1;0;No;No;x;17/02/2019;2018/2019
Real Madrid;Local;1;19;1,68;0;0;0;0;2,11;25;0;0;0;0;0;1;0;0;0;No;Si;2;17/02/2019;2018/2019
Girona;Visitante;0;0;0;2;14;1,05;0;0;0;3;1,16;16;0;0;0;1;0;0;Si;No;2;17/02/2019;2018/2019
Valencia;Local;0;14;1,26;0;0;0;1;1,63;18;0;0;0;0;2;0;0;0;0;No;Si;x;17/02/2019;2018/2019
Espanyol;Visitante;0;0;0;0;12;1,05;0;0;0;1;0,89;8;0;0;0;0;2;0;No;Si;x;17/02/2019;2018/2019
Villarreal;Local;3;16;1,47;0;0;0;3;1,21;12;0;0;0;1;0;0;0;0;0;No;No;1;17/02/2019;2018/2019
Sevilla;Visitante;0;0;0;0;18;1,21;0;0;0;0;1,05;13;0;0;0;0;0;4;No;Si;1;17/02/2019;2018/2019
Huesca;Local;0;12;1,26;0;0;0;0;1,11;10;0;0;0;0;0;1;0;0;0;Si;No;2;18/02/2019;2018/2019
Athletic;Visitante;0;0;0;1;12;0,79;0;0;0;3;0,95;12;0;0;0;1;0;0;No;No;2;18/02/2019;2018/2019
Espanyol;Local;1;16;1,47;0;0;0;1;1,89;22;0;0;0;0;1;0;0;0;0;No;Si;x;22/02/2019;2018/2019
Huesca;Visitante;0;0;0;1;12;1;0;0;0;1;0,63;9;0;0;0;0;1;0;Si;No;x;22/02/2019;2018/2019
Alavés;Local;0;13;1;0;0;0;1;1,53;23;0;0;0;0;1;0;0;0;0;No;No;x;23/02/2019;2018/2019
Celta;Visitante;0;0;0;0;17;1,16;0;0;0;1;1,16;12;0;0;0;0;1;0;No;No;x;23/02/2019;2018/2019
Athletic;Local;1;13;1,37;0;0;0;3;1,84;21;0;0;0;1;0;0;0;0;0;No;No;1;23/02/2019;2018/2019
Eibar;Visitante;0;0;0;0;9;0,79;0;0;0;0;0,74;8;0;0;0;0;0;1;No;No;1;23/02/2019;2018/2019
Getafe;Local;2;18;1,47;0;0;0;3;1,89;22;0;0;0;3;0;0;0;0;0;No;Si;1;23/02/2019;2018/2019
Rayo;Visitante;0;0;0;1;8;0,84;0;0;0;0;0,58;10;0;0;0;0;0;2;Si;No;1;23/02/2019;2018/2019
Sevilla;Local;2;22;2,05;0;0;0;0;2,05;24;0;0;0;0;0;1;0;0;0;No;Si;2;23/02/2019;2018/2019
Barcelona;Visitante;0;0;0;4;26;2,05;0;0;0;3;2,05;27;0;0;0;1;0;0;No;Si;2;23/02/2019;2018/2019
Atlético;Local;2;22;1,68;0;0;0;3;2,53;32;0;0;0;1;0;0;0;0;0;No;Si;1;24/02/2019;2018/2019
Villarreal;Visitante;0;0;0;0;10;1,11;0;0;0;0;1,11;11;0;0;0;0;0;1;No;No;1;24/02/2019;2018/2019
Leganés;Local;1;16;1;0;0;0;1;1,53;21;0;0;0;0;1;0;0;0;0;No;No;x;24/02/2019;2018/2019
Valencia;Visitante;0;0;0;1;10;1,42;0;0;0;1;1,58;15;0;0;0;0;2;0;No;Si;x;24/02/2019;2018/2019
Levante;Local;1;18;1,79;0;0;0;0;1,32;15;0;0;0;0;0;1;0;0;0;No;No;2;24/02/2019;2018/2019
Real Madrid;Visitante;0;0;0;2;24;1,63;0;0;0;3;1,47;23;0;0;0;4;0;0;No;Si;2;24/02/2019;2018/2019
Real Valladolid;Local;0;10;0,84;0;0;0;0;1,05;12;0;0;0;0;0;1;0;0;0;No;No;2;24/02/2019;2018/2019
Betis;Visitante;0;0;0;2;12;1;0;0;0;3;1,11;14;0;0;0;1;0;0;No;No;2;24/02/2019;2018/2019
Girona;Local;0;11;0,89;0;0;0;1;0,79;12;0;0;0;0;1;0;0;0;0;Si;No;x;25/02/2019;2018/2019
R. Sociedad;Visitante;0;0;0;0;16;1,16;0;0;0;1;1,21;19;0;0;0;0;3;0;No;No;x;25/02/2019;2018/2019
Rayo;Local;0;20;1,31;0;0;0;0;1,11;13;0;0;0;0;0;3;0;0;0;Si;No;2;01/03/2019;2018/2019
Girona;Visitante;0;0;0;2;16;1,05;0;0;0;3;1,16;19;0;0;0;2;0;0;Si;No;2;01/03/2019;2018/2019
Espanyol;Local;3;19;1,47;0;0;0;3;1,89;25;0;0;0;1;0;0;0;0;0;No;Si;1;02/03/2019;2018/2019
Real Valladolid;Visitante;0;0;0;1;10;0,84;0;0;0;0;1,11;14;0;0;0;0;0;4;No;No;1;02/03/2019;2018/2019
Huesca;Local;2;14;1,26;0;0;0;3;1,11;13;0;0;0;1;0;0;0;0;0;Si;No;1;02/03/2019;2018/2019
Sevilla;Visitante;0;0;0;1;19;1,21;0;0;0;0;1,05;13;0;0;0;0;0;5;No;Si;1;02/03/2019;2018/2019
Real Madrid;Local;0;19;1,68;0;0;0;0;2,11;25;0;0;0;0;0;2;0;0;0;No;Si;2;02/03/2019;2018/2019
Barcelona;Visitante;0;0;0;1;27;2,05;0;0;0;3;2,05;30;0;0;0;2;0;0;No;Si;2;02/03/2019;2018/2019
Villarreal;Local;1;17;1,47;0;0;0;0;1,21;12;0;0;0;0;0;1;0;0;0;No;No;2;02/03/2019;2018/2019
Alavés;Visitante;0;0;0;2;15;1,05;0;0;0;3;1,11;17;0;0;0;1;0;0;No;No;2;02/03/2019;2018/2019
Betis;Local;1;18;1,32;0;0;0;0;1,53;0;0;0;0;0;0;1;0;0;0;No;No;2;03/03/2019;2018/2019
Getafe;Visitante;0;0;0;2;16;1,05;0;0;0;3;1,21;20;0;0;0;1;0;0;No;Si;2;03/03/2019;2018/2019
Eibar;Local;1;25;1,63;0;0;0;3;1,74;26;0;0;0;1;0;0;0;0;0;No;No;1;03/03/2019;2018/2019
Celta;Visitante;0;0;0;0;17;1,16;0;0;0;0;1,16;12;0;0;0;0;0;1;No;No;1;03/03/2019;2018/2019
R. Sociedad;Local;0;14;1,21;0;0;0;0;1,42;16;0;0;0;0;0;1;0;0;0;No;No;2;03/03/2019;2018/2019
Atlético;Visitante;0;0;0;2;16;1,21;0;0;0;3;1,47;21;0;0;0;2;0;0;No;Si;2;03/03/2019;2018/2019
Valencia;Local;2;16;1,26;0;0;0;3;1,63;21;0;0;0;1;0;0;0;0;0;No;Si;1;03/03/2019;2018/2019
Athletic;Visitante;0;0;0;0;12;0,79;0;0;0;0;0,95;12;0;0;0;0;0;1;No;No;1;03/03/2019;2018/2019
Leganés;Local;1;17;1;0;0;0;3;1,53;24;0;0;0;1;0;0;0;0;0;No;No;1;04/03/2019;2018/2019
Levante;Visitante;0;0;0;0;19;1,32;0;0;0;0;1;15;0;0;0;0;0;1;No;No;1;04/03/2019;2018/2019
Athletic;Local;1;14;1,37;0;0;0;1;1,84;22;0;0;0;0;1;0;0;0;0;No;No;x;08/03/2019;2018/2019
Espanyol;Visitante;0;0;0;1;13;1,05;0;0;0;1;0,89;9;0;0;0;0;3;0;No;Si;x;08/03/2019;2018/2019
Alavés;Local;1;14;1;0;0;0;1;1,53;24;0;0;0;0;2;0;0;0;0;No;No;x;09/03/2019;2018/2019
Eibar;Visitante;0;0;0;1;10;0,79;0;0;0;1;0,74;9;0;0;0;0;1;0;No;No;x;09/03/2019;2018/2019
Atlético;Local;1;23;1,68;0;0;0;3;2,53;35;0;0;0;2;0;0;0;0;0;No;Si;1;09/03/2019;2018/2019
Leganés;Visitante;0;0;0;0;10;0,95;0;0;0;0;0,84;9;0;0;0;0;0;2;No;No;1;09/03/2019;2018/2019
Barcelona;Local;3;42;2,68;0;0;0;3;2,53;33;0;0;0;2;0;0;0;0;0;No;Si;1;09/03/2019;2018/2019
Rayo;Visitante;0;0;0;1;9;0,84;0;0;0;0;0,58;10;0;0;0;0;0;3;Si;No;1;09/03/2019;2018/2019
Getafe;Local;2;20;1,47;0;0;0;3;1,89;25;0;0;0;4;0;0;0;0;0;No;Si;1;09/03/2019;2018/2019
Huesca;Visitante;0;0;0;1;13;1;0;0;0;0;0,63;9;0;0;0;0;0;1;Si;No;1;09/03/2019;2018/2019
Celta;Local;0;19;1,63;0;0;0;0;1,53;16;0;0;0;0;0;2;0;0;0;No;No;2;10/03/2019;2018/2019
Betis;Visitante;0;0;0;1;13;1;0;0;0;3;1,11;17;0;0;0;2;0;0;No;No;2;10/03/2019;2018/2019
Girona;Local;2;13;0,89;0;0;0;0;0,79;12;0;0;0;0;0;1;0;0;0;Si;No;2;10/03/2019;2018/2019
Valencia;Visitante;0;0;0;3;13;1,42;0;0;0;3;1,58;18;0;0;0;1;0;0;No;Si;2;10/03/2019;2018/2019
Levante;Local;0;18;1,79;0;0;0;0;1,32;15;0;0;0;0;0;2;0;0;0;No;No;2;10/03/2019;2018/2019
Villarreal;Visitante;0;0;0;2;12;1,11;0;0;0;3;1,11;14;0;0;0;1;0;0;No;No;2;10/03/2019;2018/2019
Sevilla;Local;5;27;2,05;0;0;0;3;2,05;27;0;0;0;1;0;0;0;0;0;No;Si;1;10/03/2019;2018/2019
R. Sociedad;Visitante;0;0;0;2;18;1,16;0;0;0;0;1,21;19;0;0;0;0;0;1;No;No;1;10/03/2019;2018/2019
Real Valladolid;Local;1;11;0,84;0;0;0;0;1,05;12;0;0;0;0;0;2;0;0;0;No;No;2;10/03/2019;2018/2019
Real Madrid;Visitante;0;0;0;4;28;1,63;0;0;0;3;1,47;26;0;0;0;5;0;0;No;Si;2;10/03/2019;2018/2019
R. Sociedad;Local;1;15;1,21;0;0;0;1;1,42;17;0;0;0;0;1;0;0;0;0;No;No;x;15/03/2019;2018/2019
Levante;Visitante;0;0;0;1;20;1,32;0;0;0;1;1;16;0;0;0;0;1;0;No;No;x;15/03/2019;2018/2019
Athletic;Local;2;16;1,37;0;0;0;3;1,84;25;0;0;0;1;0;0;0;0;0;No;No;1;16/03/2019;2018/2019
Atlético;Visitante;0;0;0;0;16;1,21;0;0;0;0;1,47;21;0;0;0;0;0;1;No;Si;1;16/03/2019;2018/2019
Huesca;Local;1;15;1,26;0;0;0;0;1,11;13;0;0;0;0;0;1;0;0;0;Si;No;2;16/03/2019;2018/2019
Alavés;Visitante;0;0;0;3;18;1,05;0;0;0;3;1,11;20;0;0;0;2;0;0;No;No;2;16/03/2019;2018/2019
Leganés;Local;0;17;1;0;0;0;0;1,53;24;0;0;0;0;0;1;0;0;0;No;No;2;16/03/2019;2018/2019
Girona;Visitante;0;0;0;2;18;1,05;0;0;0;3;1,16;22;0;0;0;3;0;0;Si;No;2;16/03/2019;2018/2019
Real Madrid;Local;2;21;1,68;0;0;0;3;2,11;28;0;0;0;1;0;0;0;0;0;No;Si;1;16/03/2019;2018/2019
Celta;Visitante;0;0;0;0;17;1,16;0;0;0;0;1,16;12;0;0;0;0;0;2;No;No;1;16/03/2019;2018/2019
Betis;Local;1;19;1,32;0;0;0;0;1,53;0;0;0;0;0;0;2;0;0;0;No;No;2;17/03/2019;2018/2019
Barcelona;Visitante;0;0;0;4;31;2,05;0;0;0;3;2,05;33;0;0;0;3;0;0;No;Si;2;17/03/2019;2018/2019
Eibar;Local;1;26;1,63;0;0;0;0;1,74;26;0;0;0;0;0;1;0;0;0;No;No;2;17/03/2019;2018/2019
Real Valladolid;Visitante;0;0;0;2;12;0,84;0;0;0;3;1,11;17;0;0;0;1;0;0;No;No;2;17/03/2019;2018/2019
Espanyol;Local;0;19;1,47;0;0;0;0;1,89;25;0;0;0;0;0;1;0;0;0;No;Si;2;17/03/2019;2018/2019
Sevilla;Visitante;0;0;0;1;20;1,21;0;0;0;3;1,05;16;0;0;0;1;0;0;No;Si;2;17/03/2019;2018/2019
Valencia;Local;0;16;1,26;0;0;0;1;1,63;22;0;0;0;0;1;0;0;0;0;No;Si;x;17/03/2019;2018/2019
Getafe;Visitante;0;0;0;0;16;1,05;0;0;0;1;1,21;21;0;0;0;0;1;0;No;Si;x;17/03/2019;2018/2019
Villarreal;Local;3;20;1,47;0;0;0;3;1,21;15;0;0;0;1;0;0;0;0;0;No;No;1;17/03/2019;2018/2019
Rayo;Visitante;0;0;0;1;10;0,84;0;0;0;0;0,58;10;0;0;0;0;0;4;Si;No;1;17/03/2019;2018/2019
Girona;Local;1;14;0,89;0;0;0;0;0,79;12;0;0;0;0;0;2;0;0;0;Si;No;2;29/03/2019;2018/2019
Athletic;Visitante;0;0;0;2;14;0,79;0;0;0;3;0,95;15;0;0;0;1;0;0;No;No;2;29/03/2019;2018/2019
Alavés;Local;0;14;1;0;0;0;0;1,53;24;0;0;0;0;0;1;0;0;0;No;No;2;30/03/2019;2018/2019
Atlético;Visitante;0;0;0;4;20;1,21;0;0;0;3;1,47;24;0;0;0;1;0;0;No;Si;2;30/03/2019;2018/2019
Barcelona;Local;2;44;2,68;0;0;0;3;2,53;36;0;0;0;3;0;0;0;0;0;No;Si;1;30/03/2019;2018/2019
Espanyol;Visitante;0;0;0;0;13;1,05;0;0;0;0;0,89;9;0;0;0;0;0;1;No;Si;1;30/03/2019;2018/2019
Celta;Local;3;22;1,63;0;0;0;3;1,53;19;0;0;0;1;0;0;0;0;0;No;No;1;30/03/2019;2018/2019
Villarreal;Visitante;0;0;0;2;14;1,11;0;0;0;0;1,11;14;0;0;0;0;0;1;No;No;1;30/03/2019;2018/2019
Getafe;Local;0;20;1,47;0;0;0;0;1,89;25;0;0;0;0;0;1;0;0;0;No;Si;2;30/03/2019;2018/2019
Leganés;Visitante;0;0;0;2;12;0,95;0;0;0;3;0,84;12;0;0;0;1;0;0;No;No;2;30/03/2019;2018/2019
Levante;Local;2;20;1,79;0;0;0;1;1,32;16;0;0;0;0;1;0;0;0;0;No;No;x;31/03/2019;2018/2019
Eibar;Visitante;0;0;0;2;12;0,79;0;0;0;1;0,74;10;0;0;0;0;2;0;No;No;x;31/03/2019;2018/2019
Real Madrid;Local;3;24;1,68;0;0;0;3;2,11;31;0;0;0;2;0;0;0;0;0;No;Si;1;31/03/2019;2018/2019
Huesca;Visitante;0;0;0;2;15;1;0;0;0;0;0,63;9;0;0;0;0;0;2;Si;No;1;31/03/2019;2018/2019
Sevilla;Local;0;27;2,05;0;0;0;0;2,05;27;0;0;0;0;0;1;0;0;0;No;Si;2;31/03/2019;2018/2019
Valencia;Visitante;0;0;0;1;14;1,42;0;0;0;3;1,58;21;0;0;0;2;0;0;No;Si;2;31/03/2019;2018/2019
Real Valladolid;Local;1;12;0,84;0;0;0;1;1,05;13;0;0;0;0;1;0;0;0;0;No;No;x;31/03/2019;2018/2019
R. Sociedad;Visitante;0;0;0;1;19;1,16;0;0;0;1;1,21;20;0;0;0;0;1;0;No;No;x;31/03/2019;2018/2019
Rayo;Local;1;21;1,31;0;0;0;1;1,11;14;0;0;0;0;1;0;0;0;0;Si;No;x;31/03/2019;2018/2019
Betis;Visitante;0;0;0;1;14;1;0;0;0;1;1,11;18;0;0;0;0;1;0;No;No;x;31/03/2019;2018/2019
